Sentence,True_label,Pred_label,Pred_conf_score,Int1,Int2,Int3,flag_3_match,flag_1_match,len_of_uttr
get trade confirm,How do I view a trade confirmation?,How do I view a trade confirmation?,0.6111783942513297,How do I view a trade confirmation?,How do I make a trade?,When will my trade fill?,1,1,3
history of stock share purchases,How do I view a trade confirmation?,Where can I view my account history?,0.6531529422878785,Where can I view my account history?,I need to know about my account positions,How do I make a trade?,0,0,5
how do i get my trade confirmations mailed to my address?,How do I view a trade confirmation?,How do I view a trade confirmation?,0.6523239423653803,How do I view a trade confirmation?,I want to update my eDelivery preferences,What is Fidelity's mailing address?,1,1,11
i do not see the trade to view option to view the settlement date.,How do I view a trade confirmation?,Where can I view my account history?,0.23997883813063953,Where can I view my account history?,What does settlement date mean?,I need to know about my account positions,0,0,14
i do not want trade confirmations,How do I view a trade confirmation?,How do I view a trade confirmation?,0.8281249427902475,How do I view a trade confirmation?,I want to update my eDelivery preferences,Why do I get an error when I trade?,1,1,6
i sold stock where can i see the confirmation it was mailed to me?,How do I view a trade confirmation?,Where can I view my account history?,0.44695269509264585,Where can I view my account history?,When will my funds be available?,How do I view a trade confirmation?,1,0,14
i want to confirm a trade,How do I view a trade confirmation?,How do I make a trade?,0.29789614181487994,How do I make a trade?,How do I view a trade confirmation?,How can I update or cancel my order?,1,0,6
notification of order completion,How do I view a trade confirmation?,How do I view a trade confirmation?,0.7407348877570432,How do I view a trade confirmation?,I want to update my eDelivery preferences,What are the different order types?,1,1,4
print transaction confirmation,How do I view a trade confirmation?,How do I view a trade confirmation?,0.40421049476094706,How do I view a trade confirmation?,Where can I view my account history?,I want to track something I submitted to Fidelity,1,1,3
recent withdraw taxes,How do I view a trade confirmation?,Is this activity taxable?,0.3843801827344734,Is this activity taxable?,When will I receive my tax form?,I want to set up a withdrawal,0,0,3
see today stock transaction,How do I view a trade confirmation?,Where can I view my account history?,0.7721341801820467,Where can I view my account history?,When will my funds be available?,Can I make over-the-counter (OTC) trades at Fidelity?,0,0,4
show trade confirmation?,How do I view a trade confirmation?,How do I view a trade confirmation?,0.867530920975956,How do I view a trade confirmation?,Where can I view my account history?,How do I make a trade?,1,1,3
trade confirmations,How do I view a trade confirmation?,How do I view a trade confirmation?,0.8079323490865573,How do I view a trade confirmation?,I want to update my eDelivery preferences,I want to track something I submitted to Fidelity,1,1,2
when did i aquire my stock,How do I view a trade confirmation?,Where can I view my account history?,0.3683976601257258,Where can I view my account history?,How do I view a trade confirmation?,When will my funds be available?,1,0,6
where can i see a trade confirmation?,How do I view a trade confirmation?,How do I view a trade confirmation?,0.9223807121050823,How do I view a trade confirmation?,Where can I view my account history?,When will my funds be available?,1,1,7
"(mmh2000) your transaction cannot be processed at this time. please try again later, or call a fidelity repres",Why do I get an error when I trade?,Why do I get an error when I trade?,0.5540502498650048,Why do I get an error when I trade?,I am having trouble with a Fidelity website or app,I want to contact you,1,1,18
correct trade error,Why do I get an error when I trade?,I have questions about a tax form correction,0.5601274750520947,I have questions about a tax form correction,Why do I get an error when I trade?,I am having trouble with a Fidelity website or app,1,0,3
"hi, i;m unable to buy a stock",Why do I get an error when I trade?,How do I make a trade?,0.8108581904041796,How do I make a trade?,I'm unable to link my bank account,I need information about a Stock Plan Services account,0,0,7
i am not able to place order for options at this time,Why do I get an error when I trade?,Why do I get an error when I trade?,0.7228913941791353,Why do I get an error when I trade?,How do I make a trade?,How can I trade options in my account?,1,1,12
i am not able to sell my stocks from my account,Why do I get an error when I trade?,How do I make a trade?,0.6586836842934607,How do I make a trade?,What does settlement date mean?,Why do I get an error when I trade?,1,0,11
i cannot buy a mutual fund,Why do I get an error when I trade?,How do I make a trade?,0.8042168482765601,How do I make a trade?,When will my trade fill?,Why do I get an error when I trade?,1,0,6
i cant trade. system does not allow,Why do I get an error when I trade?,I'm having trouble opening or printing a document,0.29525585671762994,I'm having trouble opening or printing a document,I am having trouble with a Fidelity website or app,Why do I get an error when I trade?,1,0,7
i have a trade showing that i did not execute.,Why do I get an error when I trade?,When will my trade fill?,0.5077065477728847,When will my trade fill?,I am worried about fraud on my account,How do I view a trade confirmation?,0,0,10
"i tried to make a trade, and received an error code 009972 saying account is restricted?",Why do I get an error when I trade?,Why do I get an error when I trade?,0.4998037479798684,Why do I get an error when I trade?,Why do I have a trading restriction on my account?,How do I make a trade?,1,1,16
i'm trying to sell a stock i own but it says i don't own it,Why do I get an error when I trade?,How do I make a trade?,0.4617017008718081,How do I make a trade?,Why do I get an error when I trade?,What does settlement date mean?,1,0,15
"in my individual acount, i'm showing my margin power is 15,000 and my cash account is  7,500, but it won't let me trade.",Why do I get an error when I trade?,How do I make a trade?,0.19346329842683752,How do I make a trade?,Why can’t I trade more than 25k when I sent in more?,I need information about margin,0,0,24
it won't let me sell my stock it says i don't own it,Why do I get an error when I trade?,How do I make a trade?,0.32621186802662316,How do I make a trade?,Why do I get an error when I trade?,When will my trade fill?,1,0,13
"my trade did not go through properly- it needs to be fixed, please help rc",Why do I get an error when I trade?,When will my funds be available?,0.17875441682128868,When will my funds be available?,How can I update or cancel my order?,I am having trouble logging in,0,0,15
not able to sell,Why do I get an error when I trade?,Why do I get an error when I trade?,0.4262577486903671,Why do I get an error when I trade?,What does settlement date mean?,I'm unable to link my bank account,1,1,4
not able trade,Why do I get an error when I trade?,Why do I get an error when I trade?,0.7570859911897508,Why do I get an error when I trade?,How do I make a trade?,I'm unable to link my bank account,1,1,3
trying to buy qqq buy option not working,Why do I get an error when I trade?,How can I trade options in my account?,0.7122834743575315,How can I trade options in my account?,Why do I get an error when I trade?,What are the actions on the options trade ticket?,1,0,8
trying to sell 100 scwx system will not let me. why,Why do I get an error when I trade?,I am having trouble with a Fidelity website or app,0.5681610518279536,I am having trouble with a Fidelity website or app,Why do I get an error when I trade?,I'm unable to link my bank account,1,0,11
unable to trade,Why do I get an error when I trade?,Why do I get an error when I trade?,0.3623980948614565,Why do I get an error when I trade?,How much cash do I have to trade with?,Why do I have a trading restriction on my account?,1,1,3
why can't i sell a margin stock in my account,Why do I get an error when I trade?,I need information about margin,0.8881060820782913,I need information about margin,How do I make a trade?,Why do I get an error when I trade?,1,0,10
why can't i sell my stock?,Why do I get an error when I trade?,How do I make a trade?,0.604472396409283,How do I make a trade?,Why do I get an error when I trade?,What does settlement date mean?,1,0,6
why have my trades not gone through today.,Why do I get an error when I trade?,When will my trade fill?,0.42766806088729403,When will my trade fill?,When will my funds be available?,How much cash do I have to trade with?,0,0,8
why was my trade canceled,Why do I get an error when I trade?,How can I update or cancel my order?,0.37863223916606764,How can I update or cancel my order?,Why do I get an error when I trade?,When will my trade fill?,1,0,5
can i put dollars in quantity?,"What does ""quantity"" mean on the trade ticket?","What does ""quantity"" mean on the trade ticket?",0.7823844306220137,"What does ""quantity"" mean on the trade ticket?",What is sell dollars?,I want to set up a transfer,1,1,6
what is qty?,"What does ""quantity"" mean on the trade ticket?","What does ""quantity"" mean on the trade ticket?",0.36206602074222854,"What does ""quantity"" mean on the trade ticket?",How can I get a quote?,What does TOD stand for on the end of my account?,1,1,3
where do i put the number of shares?,"What does ""quantity"" mean on the trade ticket?",I need to know about my account positions,0.17690351730298803,I need to know about my account positions,How do I trade fractional shares?,What is your Depository Trust Company (DTC) number?,0,0,8
can you tell me what a trailing stop is?,What is a trailing stop?,What is a trailing stop?,0.9219021946853212,What is a trailing stop?,What is a 401(k)?,What is a beneficiary?,1,1,9
explain trailing loss trades,What is a trailing stop?,What is a stop loss?,0.14846641538976432,What is a stop loss?,What is a trailing stop?,Why do I get an error when I trade?,1,0,4
should i use a trailing stop?,What is a trailing stop?,What is a trailing stop?,0.9381917623289192,What is a trailing stop?,When would I use a stop loss?,When would I use a stop limit?,1,1,6
trailing stop limit dollar,What is a trailing stop?,What is a trailing stop?,0.8135801725260992,What is a trailing stop?,What is sell dollars?,What is the difference between a stop order and a limit order?,1,1,4
trailing stop limit percent,What is a trailing stop?,What is a trailing stop?,0.7875176808617533,What is a trailing stop?,I have a question about my contributions,What is a stop limit?,1,1,4
what are trailing stops used for?,What is a trailing stop?,What is a trailing stop?,0.9000326044517969,What is a trailing stop?,Where can I view my account history?,What are qualified expenses for a 529 account?,1,1,6
what is a trailing stop loss?,What is a trailing stop?,What is a trailing stop?,0.8583887827887786,What is a trailing stop?,What is a stop loss?,What is the difference between a stop order and a limit order?,1,1,6
what is trailing stop loss,What is a trailing stop?,What is a trailing stop?,0.8238150716435171,What is a trailing stop?,What is a stop loss?,What is the difference between a stop order and a limit order?,1,1,5
what is trailing stop?,What is a trailing stop?,What is a trailing stop?,0.8845858705008997,What is a trailing stop?,What is bid & ask?,Can I stop or defer my loan payments?,1,1,4
how does transaction security work?,What is transaction security?,What is transaction security?,0.7974003340440001,What is transaction security?,How can I improve my online security?,I need help downloading my account information to software,1,1,5
tell me about transaction security,What is transaction security?,What is transaction security?,0.6853291503059404,What is transaction security?,Where can I view my account history?,What are your fees?,1,1,5
are there restrictions to using my card while traveling?,I need to set up a travel notification,I need to set up a travel notification,0.7757991194233217,I need to set up a travel notification,Where can I find the terms of withdrawal for my account?,Why do I have a trading restriction on my account?,1,1,9
can i access my account when traveling overseas?,I need to set up a travel notification,I need to set up a travel notification,0.8090548330482046,I need to set up a travel notification,I am having trouble logging in,When will my funds be available?,1,1,8
can i use my card when i go on a trip?,I need to set up a travel notification,I need to set up a travel notification,0.9169042802000131,I need to set up a travel notification,I have a question about a Fidelity debit or credit card,How do I use my username with Fidelity's telephone services?,1,1,11
how do i notify fidelity of travel plans?,I need to set up a travel notification,I need to set up a travel notification,0.9620475717612946,I need to set up a travel notification,I want to set up a transfer,Someone has passed away,1,1,8
how do i notify my fidelity visa card of international travel,I need to set up a travel notification,I need to set up a travel notification,0.9275239629076042,I need to set up a travel notification,I have a question about a Fidelity debit or credit card,How can I trade an international stock?,1,1,11
i am abroad and my debit card is not working,I need to set up a travel notification,I have a question about a Fidelity debit or credit card,0.827470794440186,I have a question about a Fidelity debit or credit card,I need to set up a travel notification,I am having trouble with a Fidelity website or app,1,0,10
i am traveling overseas. can i still use my card?,I need to set up a travel notification,I need to set up a travel notification,0.9519361105796558,I need to set up a travel notification,I need to set up an international bank wire,Can I add a foreign phone number to my account?,1,1,10
i am travelling and want to use my card,I need to set up a travel notification,I need to set up a travel notification,0.9262215157663446,I need to set up a travel notification,What are your fees?,I have a question about a Fidelity debit or credit card,1,1,9
i can not receive money from my debit card in a foreign country,I need to set up a travel notification,I need to set up a travel notification,0.5805838788688372,I need to set up a travel notification,I have a question about a Fidelity debit or credit card,I need to provide proof of my foreign status,1,1,13
i ma travelling on   and,I need to set up a travel notification,I need to set up a travel notification,0.6955951529475706,I need to set up a travel notification,When will my funds be available?,"If I have maxed out my 401(k) and IRA accounts, are there other options for saving for retirement?",1,1,7
i need to take money out of my account with my card when i travel,I need to set up a travel notification,I need to set up a travel notification,0.6682029044038906,I need to set up a travel notification,I want to set up a withdrawal,I have a question about RMD,1,1,15
i want to set up a travel notification,I need to set up a travel notification,I need to set up a travel notification,0.9153134229400482,I need to set up a travel notification,I want to update my eDelivery preferences,How do I open an account?,1,1,8
i want to set up a travel plan,I need to set up a travel notification,I need to set up a travel notification,0.9407924725565433,I need to set up a travel notification,How do I open an account?,I want to set up a withdrawal,1,1,8
i will be traveling and using my debit card.,I need to set up a travel notification,I need to set up a travel notification,0.8705136451386111,I need to set up a travel notification,I have a question about a Fidelity debit or credit card,What are your fees?,1,1,9
i would like to setup the atm card for international travel how do i do that?,I need to set up a travel notification,I need to set up a travel notification,0.7663678332899663,I need to set up a travel notification,I have a question about a Fidelity debit or credit card,How can I trade an international stock?,1,1,16
i'll be traveling internationally. where do i register the countries and dates?,I need to set up a travel notification,I need to set up a travel notification,0.9118444409873829,I need to set up a travel notification,How do I register my new account?,I have a question about RMD,1,1,12
travel notifications,I need to set up a travel notification,I need to set up a travel notification,0.7282849338105215,I need to set up a travel notification,I want to update my eDelivery preferences,How do I view a trade confirmation?,1,1,2
traveling with credit card,I need to set up a travel notification,I need to set up a travel notification,0.6588517560075893,I need to set up a travel notification,I have questions about the Fidelity® Visa Signature® Card,Does Fidelity allow deposits from a credit or debit card?,1,1,4
using card abroad,I need to set up a travel notification,I need to set up a travel notification,0.5628881943403017,I need to set up a travel notification,I have a question about a Fidelity debit or credit card,I have questions about the Fidelity® Visa Signature® Card,1,1,3
using card while travelling,I need to set up a travel notification,I need to set up a travel notification,0.6258478464920307,I need to set up a travel notification,I have a question about a Fidelity debit or credit card,What are your fees?,1,1,4
vacation notification,I need to set up a travel notification,I need to set up a travel notification,0.4857481474096039,I need to set up a travel notification,I want to update my eDelivery preferences,I have a question about alerts,1,1,2
want to report that i am travelling,I need to set up a travel notification,I need to set up a travel notification,0.5661508051615589,I need to set up a travel notification,I am worried about fraud on my account,I have questions about the Planning and Guidance Center,1,1,7
what is the number to call to put a travel notification on my card,I need to set up a travel notification,I need to set up a travel notification,0.9317456537348731,I need to set up a travel notification,I want to contact you,I have a question about a Fidelity debit or credit card,1,1,14
where is the travel alert?,I need to set up a travel notification,I need to set up a travel notification,0.6656435412623095,I need to set up a travel notification,I have a question about alerts,When will my funds be available?,1,1,5
who do i notify that i'm traveling overseas but will still use my card,I need to set up a travel notification,I need to set up a travel notification,0.9423774574220269,I need to set up a travel notification,How much do I need to save for retirement?,How do I view pending bank information?,1,1,14
"billpay does not recognize by email address, why not",I am having trouble with a Fidelity website or app,I have a question about Billpay,0.20546503496444524,I have a question about Billpay,Why didn't I receive a tax form?,I need to update my personal information,0,0,9
cannot update mail address,I am having trouble with a Fidelity website or app,I need to update my personal information,0.7061576141108659,I need to update my personal information,I am having trouble with a Fidelity website or app,I need to update my information but I can't receive a code,1,0,4
fidelity website shows all of my accounts not just fidelity,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.7151777330658664,I am having trouble with a Fidelity website or app,I can't find my account,When will my funds be available?,1,1,10
getting really frustrated with the app lately. about half the time it tells me i have no positions when i'm logged in,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.63402010852377,I am having trouble with a Fidelity website or app,I need to know about my account positions,How much do I need to save for retirement?,1,1,22
hi - i just logged in and my account(s) show a zero balance!  are there problems with the website?,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.8333291819122314,I am having trouble with a Fidelity website or app,How do I hide an account?,I am having trouble logging in,1,1,20
i am trying to access my profile and i keep getting an error message,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.8204853398239071,I am having trouble with a Fidelity website or app,I am having trouble logging in,Why do I get an error when I trade?,1,1,14
i can log in; and the headers are fine...however the pages are not filling in,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.4989086393763866,I am having trouble with a Fidelity website or app,I am having trouble logging in,I'm having trouble opening or printing a document,1,1,15
"i cannot change my address, i tried but it won't let me",I am having trouble with a Fidelity website or app,I need to update my personal information,0.4007497451390029,I need to update my personal information,I am having trouble with a Fidelity website or app,I'm unable to link my bank account,1,0,12
i dont see retirement plans on my page,I am having trouble with a Fidelity website or app,Help with my retirement plan,0.5990858496116549,Help with my retirement plan,Can I view my personal accounts with my retirement plan?,How can I receive a copy of my statement?,0,0,8
i get an error when trying to change an address under both chrome and safari on macs. can you please fix it?,I am having trouble with a Fidelity website or app,I need to update my personal information,0.356418769818081,I need to update my personal information,I am having trouble with a Fidelity website or app,Why do I get an error when I trade?,1,0,22
i want to buy berkshire hathaway inc. (brk-b) and am unable to do so.  why,I am having trouble with a Fidelity website or app,How do I make a trade?,0.4896268268179126,How do I make a trade?,Why do I get an error when I trade?,I'm having trouble opening or printing a document,0,0,16
i'm getting an error 072976 and i don't know why.,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.6491350535900804,I am having trouble with a Fidelity website or app,Why do I get an error when I trade?,I am having trouble logging in,1,1,10
i'm still unable to view my account? i called thursday and they stated they would refer it to it to fix it,I am having trouble with a Fidelity website or app,When will my funds be available?,0.10868471874723004,When will my funds be available?,I have questions about Full View®,How do I view pending bank information?,0,0,22
i'm trying to change my primary email address and the system didn't accept it.,I am having trouble with a Fidelity website or app,I need to update my personal information,0.8625974842928974,I need to update my personal information,I am having trouble with a Fidelity website or app,I'm unable to link my bank account,1,0,14
i'm trying to register for online access but keep getting an error message,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.6720412202623653,I am having trouble with a Fidelity website or app,How do I register my new account?,Why do I get an error when I trade?,1,1,13
im trying to get to mutual of ohama web site and the computer keeps going here. are you one and the same,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.7960939126271298,I am having trouble with a Fidelity website or app,How can I receive a copy of my statement?,How do I make a trade?,1,1,22
is the site down,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.6265482171064523,I am having trouble with a Fidelity website or app,I'm having trouble opening or printing a document,How do I change my default page?,1,1,4
is your system down,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.8221033534015203,I am having trouble with a Fidelity website or app,How can I receive a copy of my statement?,I want to contact you,1,1,4
it says transfer is unavailable when i try and addmy bank account information,I am having trouble with a Fidelity website or app,When will my funds be available?,0.7842094642430908,When will my funds be available?,I'm unable to link my bank account,I am having trouble with a Fidelity website or app,1,0,13
just set up a 529 account but got kicked out before setting up a password. what do i do now?,I am having trouble with a Fidelity website or app,How do I register my new account?,0.3198235705921466,How do I register my new account?,I want to set up a withdrawal,How do I open an account?,0,0,20
my account is closed but i can still login to it. is there away i can disable my login?,I am having trouble with a Fidelity website or app,I am having trouble logging in,0.5775135579410143,I am having trouble logging in,How do I hide an account?,How do I register my new account?,0,0,19
my account won't allow me to update my address. is there something i've done wrong?,I am having trouble with a Fidelity website or app,I need to update my personal information,0.7113473483445293,I need to update my personal information,I am having trouble with a Fidelity website or app,I'm unable to link my bank account,1,0,15
my email a/c is already on file.  why do i encounter request for same while trying to sign up for billpay,I am having trouble with a Fidelity website or app,I have a question about Billpay,0.11801586408594239,I have a question about Billpay,How do I enroll in my ESPP plan?,I need to update my personal information,0,0,22
net benifits pdf link is blocked,I am having trouble with a Fidelity website or app,I am having trouble logging in,0.5345303918350992,I am having trouble logging in,I'm unable to link my bank account,I am having trouble with a Fidelity website or app,1,0,6
the system says error. i cannot open a brokerage account,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.6610305669849535,I am having trouble with a Fidelity website or app,How do I open an account?,Why do I get an error when I trade?,1,1,10
"trying to but get an error that says ""fidelity web server error temporarily unavailable""",I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.7648811591601477,I am having trouble with a Fidelity website or app,Why do I get an error when I trade?,I am having trouble logging in,1,1,14
trying to change email and keeps login me out,I am having trouble with a Fidelity website or app,I need to update my personal information,0.43770710987386396,I need to update my personal information,I am having trouble logging in,I want to update my eDelivery preferences,0,0,9
trying to update several of my account and the system won't let me do it.,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.5894724512963228,I am having trouble with a Fidelity website or app,I need to update my personal information,I'm unable to link my bank account,1,1,15
web site support,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.7686664562278396,I am having trouble with a Fidelity website or app,How do I make a trade?,[TO DEACTIVATE] Where do I go to do stock research?,1,1,3
when i click buy button nothing happens?,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.13569676845870127,I am having trouble with a Fidelity website or app,When will I receive my tax form?,What is a core position?,1,1,7
when i try to download a statement from my 401k the page says statements not found,I am having trouble with a Fidelity website or app,How can I receive a copy of my statement?,0.8826029034837399,How can I receive a copy of my statement?,I am having trouble with a Fidelity website or app,I'm having trouble opening or printing a document,1,0,16
why can't i accept my new grant? i keep getting an error message,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.7154674267562923,I am having trouble with a Fidelity website or app,I have a question about Stock Plan grants or awards,I'm unable to link my bank account,1,1,13
is there a problem with your website?,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.731055120390579,I am having trouble with a Fidelity website or app,I am having trouble logging in,I want to contact you,1,1,7
is there a problem with the website right now?,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.7181985356300669,I am having trouble with a Fidelity website or app,I'm unable to link my bank account,How can I protect against market volatility?,1,1,9
is the fidelity website having issues?,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.8355448757696156,I am having trouble with a Fidelity website or app,I'm having trouble opening or printing a document,I want to set up a transfer,1,1,6
what's wrong with the fidelity web site?,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.8817402194345944,I am having trouble with a Fidelity website or app,How do I make a trade?,I have questions about a tax form correction,1,1,7
this feature is not working on the website,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.7938984697901382,I am having trouble with a Fidelity website or app,I need help importing my tax information,I am having trouble logging in,1,1,8
is the website experiencing problems?,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.603262614184654,I am having trouble with a Fidelity website or app,I'm unable to link my bank account,What is the market news?,1,1,5
i was opening a brokerage account and was kicked out fue to sustem error,I am having trouble with a Fidelity website or app,How do I open an account?,0.5029867845608094,How do I open an account?,I am having trouble with a Fidelity website or app,How do I close my account?,1,0,14
i trying to fndi out if the site is having technical difficulties.,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.7434330292050106,I am having trouble with a Fidelity website or app,I'm unable to link my bank account,[TO DEACTIVATE] Where do I go to do stock research?,1,1,12
i'm trying to exercise options but getting an error message regarding system maintenance.  can you help?,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.8973593641468725,I am having trouble with a Fidelity website or app,Why do I get an error when I trade?,How do I choose a good investment?,1,1,17
i'm having trouble with the fidelity website,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.7854305775236972,I am having trouble with a Fidelity website or app,I'm having trouble opening or printing a document,How do I make a trade?,1,1,7
is the site always experiencing difficulties,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.448366109256941,I am having trouble with a Fidelity website or app,I'm unable to link my bank account,What is the market news?,1,1,6
is the website currently having problems?,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.6532313246723913,I am having trouble with a Fidelity website or app,I'm unable to link my bank account,I'm having trouble opening or printing a document,1,1,6
is there a problem with the federal wire system today?,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.8101132474462305,I am having trouble with a Fidelity website or app,I need to set up a bank wire,I have a question about a margin call,1,1,10
website is not recognizing facial recognition,I am having trouble with a Fidelity website or app,I am having trouble with a Fidelity website or app,0.4962990603371181,I am having trouble with a Fidelity website or app,I'm unable to link my bank account,Why didn't I receive a tax form?,1,1,6
are there special forms for transferring accounts into a trust?,How do I open a trust account?,I want to set up a transfer,0.4788900239655166,I want to set up a transfer,I need to change the ownership of a personal account,What are your fees?,0,0,10
how do i open a trust account,How do I open a trust account?,How do I open a trust account?,0.8005135673204091,How do I open a trust account?,How do I open an account?,I need to update or certify a trustee,1,1,7
i have a rollover ira and a 529 account. i want to re-title these accounts in the name of a trust.,How do I open a trust account?,I have questions about rollovers,0.2883225241817456,I have questions about rollovers,I need to change the ownership of a personal account,How do I name an account?,0,0,21
not sure yet i am going over all of the documents you sent,How do I open a trust account?,I want to track something I submitted to Fidelity,0.07890660345214891,I want to track something I submitted to Fidelity,When will I receive my tax form?,I want to update my eDelivery preferences,0,0,13
open an account in the name of a trust,How do I open a trust account?,How do I name an account?,0.4313133784522395,How do I name an account?,How do I open an account?,How do I open a trust account?,1,0,9
what do i need to open a trust account,How do I open a trust account?,How do I open a trust account?,0.8859977956989867,How do I open a trust account?,How do I open an account?,I need to update or certify a trustee,1,1,9
add trusted contact,What is a trusted contact?,What is a trusted contact?,0.8144123801653947,What is a trusted contact?,How do I open an account?,I need to update or certify a trustee,1,1,3
edit trusted contact phone number,What is a trusted contact?,What is a trusted contact?,0.646525608205477,What is a trusted contact?,I want to contact you,I need to update my personal information,1,1,5
finra 4512,What is a trusted contact?,I need to notify my employer of account activity,0.07424064225555668,I need to notify my employer of account activity,When will I receive my tax form?,Who is eligible to establish a 457(b) plan?,0,0,2
all of my other financial institutions have easy to set up two factor authentication. fidelity does not.,I have questions about two-factor authentication,I have questions about two-factor authentication,0.8872970324433428,I have questions about two-factor authentication,How do I connect a bank account to my Fidelity account?,I have questions about rollovers,1,1,17
double auth security,I have questions about two-factor authentication,How can I improve my online security?,0.32183863802825663,How can I improve my online security?,I have questions about two-factor authentication,I am worried about fraud on my account,1,0,3
enable 2fa,I have questions about two-factor authentication,I have questions about two-factor authentication,0.039165314223304944,I have questions about two-factor authentication,How can I trade options in my account?,I have a question about my beneficiaries,1,1,2
how do i activate 2 step verification during my account login process?,I have questions about two-factor authentication,I have questions about two-factor authentication,0.607368225284833,I have questions about two-factor authentication,How do I register my new account?,I am having trouble logging in,1,1,12
how do i add a phone call for account verification?,I have questions about two-factor authentication,I have questions about two-factor authentication,0.7974691782779946,I have questions about two-factor authentication,I need to update my personal information,I need an asset verification letter,1,1,10
how do i set up two-factor authentication,I have questions about two-factor authentication,I have questions about two-factor authentication,0.9410525676809808,I have questions about two-factor authentication,How do I open an account?,How do I connect a bank account to my Fidelity account?,1,1,7
how to set up a two step password logon,I have questions about two-factor authentication,I am having trouble logging in,0.7236293695797845,I am having trouble logging in,I have questions about two-factor authentication,How do I register my new account?,1,0,9
i have a new phone and i need to transfer the vip access,I have questions about two-factor authentication,I have questions about VIP access,0.8780559381851994,I have questions about VIP access,I want to set up a transfer,I need to update my personal information,0,0,13
i have questions about two-factor authentication.,I have questions about two-factor authentication,I have questions about two-factor authentication,0.8448704778802606,I have questions about two-factor authentication,I need help understanding my tax forms,How can I get a quote?,1,1,6
need to set up pin number for etfs,I have questions about two-factor authentication,I have a question about a Fidelity debit or credit card,0.654072543110266,I have a question about a Fidelity debit or credit card,How do I connect a bank account to my Fidelity account?,How do I open an account?,0,0,8
no i cannot because it want to send two factor authentication to the phones which i no longer possess.,I have questions about two-factor authentication,I have questions about two-factor authentication,0.7345250615046947,I have questions about two-factor authentication,I need to update my information but I can't receive a code,Your hold times are long,1,1,19
security key,I have questions about two-factor authentication,How can I improve my online security?,0.36054852509928925,How can I improve my online security?,I have questions about VIP access,I need to update my security questions and answers,0,0,2
step verification,I have questions about two-factor authentication,I have questions about two-factor authentication,0.6837710285775466,I have questions about two-factor authentication,I need an asset verification letter,I have questions about checkwriting and checks,1,1,2
two parameter log on,I have questions about two-factor authentication,I have questions about two-factor authentication,0.3595662887468519,I have questions about two-factor authentication,I am having trouble logging in,How do I log out of my account?,1,1,4
two-factor authentication,I have questions about two-factor authentication,I have questions about two-factor authentication,0.7878191839116225,I have questions about two-factor authentication,I have questions about VIP access,I need help with the tools in the Planning and Guidance Center,1,1,2
how is ubti paid?,What is UBTI?,What is UBTI?,0.648138094212134,What is UBTI?,I have a question about Billpay,Where can I find commissions paid?,1,1,4
what is subject to ubti,What is UBTI?,What is UBTI?,0.4094807821798039,What is UBTI?,I have a question about tax withholding,I am looking for information on alternative minimum tax (AMT),1,1,5
why i got a letter in the mail about a (ubti)?,What is UBTI?,I received an abandoned property notice,0.17758304193217414,I received an abandoned property notice,Where can I view my account history?,I want to update my eDelivery preferences,0,0,11
i have a brokerage account. i recently added $100000 to my account that i will invest in 20 stocks.,Why can’t I trade more than 25k when I sent in more?,How do I choose a good investment?,0.2583889842528199,How do I choose a good investment?,Where can I view my account history?,What type of account do I have?,0,0,19
